Used Date,From,To,Airline,Scheduled Departure,SDEP,Departure,DEP,Scheduled Arrival,SARR,Arrival,ARR,Departure Delay,Arrival Delay,Status,Distance,Passenger Load Factor,Airline Rating,Airport Rating,Market Share,OTP Index,weather__hourly__windspeedKmph,weather__hourly__weatherDesc__value,weather__hourly__precipMM,weather__hourly__humidity,weather__hourly__visibility,weather__hourly__pressure,weather__hourly__cloudcover,Category
24-01-2020,BLR,DEL,Vistara,19:40,1940,19:52,1952,22:25,2225,22:50,2250,12,25,1,1736,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
24-01-2020,BOM,DEL,Vistara,19:45,1945,20:16,2016,21:55,2155,22:30,2230,31,35,1,1138,82,0.8,0.9,6.1,82.9,21,Partly cloudy,0,61,10,1013,9,3
24-01-2020,BLR,BOM,Vistara,19:55,1955,20:18,2018,21:50,2150,22:36,2236,23,46,1,848,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,2
24-01-2020,CCU,DEL,Vistara,20:20,2020,20:27,2027,22:45,2245,23:17,2317,7,32,1,1312,82,0.8,0.86,6.1,82.9,10,Clear,0,25,10,1015,0,1
24-01-2020,DEL,HYD,Vistara,20:35,2035,21:06,2106,22:45,2245,23:35,2335,31,50,1,1244,82,0.8,0.88,6.1,82.9,12,Clear,0,35,10,1016,0,3
24-01-2020,BOM,DEL,Vistara,20:55,2055,21:19,2119,23:00,2300,23:34,2334,24,34,1,1138,82,0.8,0.9,6.1,82.9,15,Partly cloudy,0,62,10,1014,5,2
24-01-2020,BLR,DEL,Vistara,21:10,2110,21:18,2118,23:45,2345,00:18,18,8,33,1,1736,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
24-01-2020,BLR,BOM,Vistara,21:30,2130,22:50,2250,23:25,2325,00:45,45,80,80,1,848,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,4
24-01-2020,BOM,DEL,Vistara,21:55,2155,22:24,2224,00:10,10,00:29,29,29,19,1,1138,82,0.8,0.9,6.1,82.9,15,Partly cloudy,0,62,10,1014,5,2
24-01-2020,BOM,DEL,Vistara,22:40,2240,23:39,2339,00:55,55,01:57,157,59,62,1,1138,82,0.8,0.9,6.1,82.9,15,Partly cloudy,0,62,10,1014,5,3
23-01-2020,BOM,DEL,Air Asia,00:05,5,23:54,2354,02:15,215,01:59,159,-11,-16,1,1138,85,0.5,0.9,5.3,85.6,19,Partly cloudy,0,58,10,1015,2,0
23-01-2020,BOM,DEL,Air Asia,05:20,520,04:56,456,07:25,725,07:06,706,-24,-19,1,1138,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,54,10,1014,4,0
23-01-2020,BLR,BOM,Air Asia,05:30,530,05:26,526,07:10,710,07:03,703,-4,-7,1,848,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,DEL,Air Asia,05:50,550,05:47,547,08:35,835,08:38,838,-3,3,1,1736,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,DEL,HYD,Air Asia,06:05,605,05:58,558,08:15,815,08:00,800,-7,-15,1,1244,85,0.5,0.88,5.3,85.6,15,Clear,0,62,10,1018,0,0
23-01-2020,BLR,DEL,Air Asia,07:25,725,07:26,726,10:05,1005,10:39,1039,1,34,1,1736,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BOM,DEL,Air Asia,07:45,745,07:58,758,09:50,950,10:13,1013,13,23,1,1138,85,0.5,0.9,5.3,85.6,12,Partly cloudy,0,54,10,1014,4,1
23-01-2020,CCU,DEL,Air Asia,10:30,1030,11:14,1114,13:10,1310,14:13,1413,44,63,1,1312,85,0.5,0.86,5.3,85.6,6,Partly cloudy,0,52,10,1017,31,3
23-01-2020,BLR,BOM,Air Asia,10:50,1050,10:46,1046,12:35,1235,13:08,1308,-4,33,1,848,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,DEL,Air Asia,11:20,1120,11:35,1135,13:55,1355,14:25,1425,15,30,1,1736,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BOM,DEL,Air Asia,15:00,1500,15:01,1501,17:05,1705,17:15,1715,1,10,1,1138,85,0.5,0.9,5.3,85.6,19,Partly cloudy,0,50,10,1012,1,1
23-01-2020,CCU,DEL,Air Asia,15:25,1525,15:24,1524,17:50,1750,18:21,1821,-1,31,1,1312,85,0.5,0.86,5.3,85.6,10,Partly cloudy,0,44,10,1013,22,0
23-01-2020,DEL,HYD,Air Asia,17:40,1740,18:24,1824,19:55,1955,20:33,2033,44,38,1,1244,85,0.5,0.88,5.3,85.6,17,Clear,0,38,10,1016,0,3
23-01-2020,BLR,BOM,Air Asia,21:15,2115,21:27,2127,23:00,2300,23:15,2315,12,15,1,848,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,CCU,DEL,Air Asia,21:55,2155,21:43,2143,00:30,30,01:00,100,-12,30,1,1312,85,0.5,0.86,5.3,85.6,5,Partly cloudy,0,51,10,1015,38,0
23-01-2020,BLR,BOM,Air Asia,22:40,2240,22:38,2238,00:30,30,00:25,25,-2,-5,1,848,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,DEL,Air Asia,23:40,2340,00:57,57,02:20,220,03:54,354,77,94,1,1736,85,0.5,0.9,5.3,85.6,11,Partly cloudy,0,90,9,1012,57,4
23-01-2020,CCU,DEL,Air India,04:55,455,04:54,454,07:10,710,07:42,742,-1,32,1,1312,80,0.5,0.86,12,64.2,5,Partly cloudy,0,59,10,1014,20,0
23-01-2020,BLR,DEL,Air India,06:10,610,06:05,605,08:55,855,09:05,905,-5,10,1,1736,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,BOM,Air India,06:45,645,06:45,645,08:35,835,08:49,849,0,14,1,848,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,CCU,DEL,Air India,06:55,655,06:43,643,09:15,915,09:32,932,-12,17,1,1312,80,0.5,0.86,12,64.2,6,Partly cloudy,0,58,10,1016,31,0
23-01-2020,BOM,DEL,Air India,07:00,700,06:55,655,09:10,910,09:13,913,-5,3,1,1138,80,0.5,0.9,12,64.2,12,Partly cloudy,0,54,10,1014,4,0
23-01-2020,DEL,HYD,Air India,07:05,705,-1,-1,09:10,910,-1,-1,1440,1440,0,1244,80,0.5,0.88,12,64.2,14,Clear,0,58,10,1019,0,4
23-01-2020,BOM,DEL,Air India,08:00,800,-1,-1,10:15,1015,-1,-1,1440,1440,0,1138,80,0.5,0.9,12,64.2,10,Partly cloudy,0,56,10,1015,4,4
23-01-2020,BOM,DEL,Air India,08:15,815,08:23,823,10:30,1030,10:44,1044,8,14,1,1138,80,0.5,0.9,12,64.2,12,Partly cloudy,0,54,10,1014,4,1
23-01-2020,BLR,BOM,Air India,08:35,835,08:35,835,10:35,1035,11:21,1121,0,46,1,848,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,DEL,HYD,Air India,09:45,945,10:05,1005,11:55,1155,12:30,1230,20,35,1,1244,80,0.5,0.88,12,64.2,18,Sunny,0,47,10,1020,0,2
23-01-2020,BOM,DEL,Air India,10:00,1000,11:43,1143,12:20,1220,14:30,1430,103,130,1,1138,80,0.5,0.9,12,64.2,10,Partly cloudy,0,54,10,1016,4,4
23-01-2020,BLR,DEL,Air India,10:00,1000,11:30,1130,12:45,1245,15:05,1505,90,140,1,1736,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,4
23-01-2020,CCU,DEL,Air India,10:25,1025,11:00,1100,12:55,1255,13:55,1355,35,60,1,1312,80,0.5,0.86,12,64.2,6,Partly cloudy,0,52,10,1017,31,3
23-01-2020,BOM,DEL,Air India,13:05,1305,13:55,1355,15:15,1515,16:09,1609,50,54,1,1138,80,0.5,0.9,12,64.2,10,Sunny,0,50,10,1015,1,3
23-01-2020,DEL,HYD,Air India,13:15,1315,15:39,1539,15:15,1515,17:59,1759,144,164,1,1244,80,0.5,0.88,12,64.2,20,Sunny,0,33,10,1016,0,4
23-01-2020,BLR,DEL,Air India,13:20,1320,13:35,1335,16:10,1610,16:35,1635,15,25,1,1736,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BOM,DEL,Air India,16:00,1600,-1,-1,18:15,1815,-1,-1,1440,1440,0,1138,80,0.5,0.9,12,64.2,10,Partly cloudy,0,56,10,1015,4,4
23-01-2020,BLR,DEL,Air India,17:00,1700,16:56,1656,19:50,1950,19:56,1956,-4,6,1,1736,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,BOM,Air India,17:25,1725,18:56,1856,19:05,1905,20:53,2053,91,108,1,848,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,4
23-01-2020,CCU,DEL,Air India,17:30,1730,-1,-1,19:50,1950,-1,-1,1440,1440,0,1312,80,0.5,0.86,12,64.2,5,Partly cloudy,0,54,10,1015,11,4
23-01-2020,BOM,DEL,Air India,18:00,1800,19:10,1910,20:25,2025,22:12,2212,70,107,1,1138,80,0.5,0.9,12,64.2,23,Partly cloudy,0,55,10,1013,2,4
23-01-2020,BOM,DEL,Air India,19:00,1900,-1,-1,21:15,2115,-1,-1,1440,1440,0,1138,80,0.5,0.9,12,64.2,10,Partly cloudy,0,56,10,1015,4,4
23-01-2020,BLR,BOM,Air India,19:10,1910,20:31,2031,21:05,2105,22:39,2239,81,94,1,848,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,4
23-01-2020,BOM,DEL,Air India,20:00,2000,21:50,2150,22:05,2205,00:21,21,110,136,1,1138,80,0.5,0.9,12,64.2,19,Partly cloudy,0,58,10,1015,2,4
23-01-2020,CCU,DEL,Air India,20:30,2030,20:24,2024,22:45,2245,23:02,2302,-6,17,1,1312,80,0.5,0.86,12,64.2,9,Partly cloudy,0,48,10,1013,20,0
23-01-2020,BOM,DEL,Air India,21:00,2100,21:10,2110,23:15,2315,23:13,2313,10,-2,1,1138,80,0.5,0.9,12,64.2,19,Partly cloudy,0,58,10,1015,2,1
23-01-2020,DEL,HYD,Air India,21:10,2110,23:03,2303,23:30,2330,01:22,122,113,112,1,1244,80,0.5,0.88,12,64.2,17,Clear,0,39,10,1017,0,4
23-01-2020,BLR,DEL,Air India,21:10,2110,22:04,2204,23:55,2355,01:12,112,54,77,1,1736,80,0.5,0.9,12,64.2,11,Partly cloudy,0,90,9,1012,57,3
23-01-2020,BOM,DEL,Go Air,00:05,5,00:16,16,02:15,215,02:34,234,11,19,1,1138,90,0.3,0.9,11,87.2,10,Partly cloudy,0,56,10,1015,4,1
23-01-2020,BLR,BOM,Go Air,05:45,545,05:48,548,07:20,720,07:23,723,3,3,1,848,90,0.3,0.9,11,87.2,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,CCU,DEL,Go Air,06:05,605,06:01,601,08:30,830,08:41,841,-4,11,1,1312,90,0.3,0.86,11,87.2,6,Partly cloudy,0,58,10,1016,31,0
23-01-2020,BOM,DEL,Go Air,06:05,605,05:55,555,08:10,810,08:02,802,-10,-8,1,1138,90,0.3,0.9,11,87.2,11,Partly cloudy,0,54,10,1014,4,0
23-01-2020,BLR,DEL,Go Air,07:30,730,07:03,703,10:30,1030,10:17,1017,-27,-13,1,1736,90,0.3,0.9,11,87.2,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,DEL,Go Air,07:40,740,07:42,742,10:35,1035,10:47,1047,2,12,1,1736,90,0.3,0.9,11,87.2,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BOM,DEL,Go Air,08:00,800,08:00,800,10:10,1010,10:31,1031,0,21,1,1138,90,0.3,0.9,11,87.2,12,Partly cloudy,0,54,10,1014,4,0
23-01-2020,BLR,BOM,Go Air,08:10,810,08:10,810,09:55,955,10:05,1005,0,10,1,848,90,0.3,0.9,11,87.2,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BOM,DEL,Go Air,10:40,1040,10:55,1055,13:00,1300,13:16,1316,15,16,1,1138,90,0.3,0.9,11,87.2,10,Partly cloudy,0,54,10,1016,4,1
23-01-2020,BLR,DEL,Go Air,11:40,1140,11:46,1146,14:35,1435,14:49,1449,6,14,1,1736,90,0.3,0.9,11,87.2,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BOM,DEL,Go Air,12:15,1215,12:18,1218,14:30,1430,14:45,1445,3,15,1,1138,90,0.3,0.9,11,87.2,10,Sunny,0,50,10,1015,1,1
23-01-2020,BLR,BOM,Go Air,16:25,1625,16:40,1640,18:15,1815,18:33,1833,15,18,1,848,90,0.3,0.9,11,87.2,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BOM,DEL,Go Air,18:30,1830,18:44,1844,20:45,2045,20:58,2058,14,13,1,1138,90,0.3,0.9,11,87.2,23,Partly cloudy,0,55,10,1013,2,1
23-01-2020,DEL,HYD,Go Air,20:55,2055,20:58,2058,23:10,2310,23:21,2321,3,11,1,1244,90,0.3,0.88,11,87.2,17,Clear,0,38,10,1016,0,1
23-01-2020,BLR,DEL,Go Air,20:55,2055,20:55,2055,23:50,2350,23:49,2349,0,-1,1,1736,90,0.3,0.9,11,87.2,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BOM,DEL,Go Air,21:15,2115,21:21,2121,23:30,2330,23:43,2343,6,13,1,1138,90,0.3,0.9,11,87.2,19,Partly cloudy,0,58,10,1015,2,1
23-01-2020,BLR,BOM,Go Air,22:15,2215,22:13,2213,00:20,20,00:07,7,-2,-13,1,848,90,0.3,0.9,11,87.2,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,CCU,DEL,Go Air,23:45,2345,23:42,2342,02:10,210,02:19,219,-3,9,1,1312,90,0.3,0.86,11,87.2,5,Partly cloudy,0,51,10,1015,38,0
23-01-2020,BLR,DEL,Indigo,00:40,40,00:35,35,03:30,330,03:25,325,-5,-5,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BOM,DEL,Indigo,00:50,50,00:50,50,03:05,305,03:05,305,0,0,1,1138,89,0.7,0.9,47.5,81.1,10,Partly cloudy,0,56,10,1015,4,0
23-01-2020,CCU,DEL,Indigo,01:25,125,-1,-1,03:55,355,-1,-1,1440,1440,0,1312,89,0.7,0.86,47.5,81.1,5,Partly cloudy,0,54,10,1015,11,4
23-01-2020,BLR,DEL,Indigo,01:40,140,01:33,133,04:25,425,04:20,420,-7,-5,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BOM,DEL,Indigo,01:50,150,01:50,150,04:00,400,04:00,400,0,0,1,1138,89,0.7,0.9,47.5,81.1,10,Partly cloudy,0,56,10,1015,4,0
23-01-2020,BLR,DEL,Indigo,04:00,400,03:55,355,06:50,650,06:46,646,-5,-4,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,CCU,DEL,Indigo,04:30,430,04:42,442,07:00,700,07:20,720,12,20,1,1312,89,0.7,0.86,47.5,81.1,5,Partly cloudy,0,59,10,1014,20,1
23-01-2020,DEL,HYD,Indigo,04:50,450,05:02,502,07:00,700,06:54,654,12,-6,1,1244,89,0.7,0.88,47.5,81.1,15,Clear,0,62,10,1018,0,1
23-01-2020,BLR,BOM,Indigo,04:55,455,04:50,450,06:40,640,06:27,627,-5,-13,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,BOM,Indigo,05:30,530,05:24,524,07:20,720,07:11,711,-6,-9,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,CCU,DEL,Indigo,05:40,540,06:12,612,08:20,820,08:38,838,32,18,1,1312,89,0.7,0.86,47.5,81.1,6,Partly cloudy,0,58,10,1016,31,3
23-01-2020,BOM,DEL,Indigo,06:05,605,07:13,713,08:15,815,09:23,923,68,68,1,1138,89,0.7,0.9,47.5,81.1,12,Partly cloudy,0,54,10,1014,4,4
23-01-2020,BLR,BOM,Indigo,06:05,605,06:00,600,07:50,750,07:45,745,-5,-5,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,DEL,Indigo,06:30,630,06:47,647,09:10,910,09:37,937,17,27,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,2
23-01-2020,DEL,HYD,Indigo,06:35,635,06:28,628,08:55,855,08:44,844,-7,-11,1,1244,89,0.7,0.88,47.5,81.1,16,Clear,0,58,10,1018,0,0
23-01-2020,BOM,DEL,Indigo,06:45,645,06:39,637,09:05,905,08:50,850,-6,-15,1,1138,89,0.7,0.9,47.5,81.1,12,Partly cloudy,0,54,10,1014,4,0
23-01-2020,CCU,DEL,Indigo,06:45,645,06:37,639,09:25,925,09:14,914,-8,-11,1,1312,89,0.7,0.86,47.5,81.1,6,Partly cloudy,0,58,10,1016,31,0
23-01-2020,BLR,BOM,Indigo,07:00,700,06:58,658,08:50,850,08:49,849,-2,-1,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,DEL,Indigo,07:10,710,07:04,704,10:10,1010,10:02,1002,-6,-8,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,DEL,HYD,Indigo,07:30,730,07:19,719,09:40,940,09:29,929,-11,-11,1,1244,89,0.7,0.88,47.5,81.1,16,Clear,0,58,10,1018,0,0
23-01-2020,BOM,DEL,Indigo,07:45,745,08:01,801,10:05,1005,10:09,1009,16,4,1,1138,89,0.7,0.9,47.5,81.1,12,Partly cloudy,0,54,10,1014,4,2
23-01-2020,DEL,HYD,Indigo,08:35,835,08:25,825,10:50,1050,10:29,1029,-10,-21,1,1244,89,0.7,0.88,47.5,81.1,16,Clear,0,58,10,1018,0,0
23-01-2020,BLR,BOM,Indigo,09:20,920,09:20,920,11:20,1120,12:00,1200,0,40,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,CCU,DEL,Indigo,09:55,955,10:53,1053,13:10,1310,13:19,1319,58,9,1,1312,89,0.7,0.86,47.5,81.1,6,Partly cloudy,0,52,10,1017,31,3
23-01-2020,DEL,HYD,Indigo,10:00,1000,10:25,1025,12:15,1215,12:42,1242,25,27,1,1244,89,0.7,0.88,47.5,81.1,18,Sunny,0,47,10,1020,0,2
23-01-2020,BLR,DEL,Indigo,10:00,1000,10:39,1039,13:00,1300,14:04,1404,39,64,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,3
23-01-2020,BLR,BOM,Indigo,10:20,1020,10:16,1016,12:10,1210,12:57,1257,-4,47,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,CCU,DEL,Indigo,10:25,1025,11:14,1114,13:00,1300,13:58,1358,49,58,1,1312,89,0.7,0.86,47.5,81.1,6,Partly cloudy,0,52,10,1017,31,3
23-01-2020,BLR,DEL,Indigo,10:30,1030,11:10,1110,13:25,1325,14:04,1404,40,39,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,3
23-01-2020,BOM,DEL,Indigo,11:05,1105,11:40,1140,13:10,1310,13:58,1358,35,48,1,1138,89,0.7,0.9,47.5,81.1,10,Partly cloudy,0,54,10,1016,4,3
23-01-2020,BOM,DEL,Indigo,12:55,1255,13:42,1342,14:55,1455,15:54,1554,47,59,1,1138,89,0.7,0.9,47.5,81.1,10,Sunny,0,50,10,1015,1,3
23-01-2020,BLR,BOM,Indigo,12:55,1255,13:01,1301,14:35,1435,14:58,1458,6,23,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BLR,DEL,Indigo,13:00,1300,12:56,1256,15:50,1550,16:05,1605,-4,15,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BOM,DEL,Indigo,13:40,1340,14:09,1409,15:55,1555,16:20,1620,29,25,1,1138,89,0.7,0.9,47.5,81.1,10,Sunny,0,50,10,1015,1,2
23-01-2020,BOM,DEL,Indigo,14:40,1440,15:04,1504,16:45,1645,17:25,1725,24,40,1,1138,89,0.7,0.9,47.5,81.1,19,Partly cloudy,0,50,10,1012,1,2
23-01-2020,BLR,BOM,Indigo,14:50,1450,15:40,1540,16:30,1630,17:51,1751,50,81,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,3
23-01-2020,BLR,BOM,Indigo,15:30,1530,15:58,1558,17:20,1720,18:03,1803,28,43,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,2
23-01-2020,BOM,DEL,Indigo,15:35,1535,15:36,1536,17:45,1745,17:50,1750,1,5,1,1138,89,0.7,0.9,47.5,81.1,19,Partly cloudy,0,50,10,1012,1,1
23-01-2020,DEL,HYD,Indigo,16:10,1610,16:11,1611,18:20,1820,18:22,1822,1,2,1,1244,89,0.7,0.88,47.5,81.1,20,Sunny,0,33,10,1016,0,1
23-01-2020,BOM,DEL,Indigo,16:35,1635,17:03,1703,18:55,1855,19:24,1924,28,29,1,1138,89,0.7,0.9,47.5,81.1,19,Partly cloudy,0,50,10,1012,1,2
23-01-2020,BLR,BOM,Indigo,16:55,1655,16:51,1651,18:55,1855,18:56,1856,-4,1,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,DEL,Indigo,17:10,1710,17:15,1715,20:00,2000,20:05,2005,5,5,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BOM,DEL,Indigo,17:45,1745,18:19,1819,20:00,2000,20:50,2050,34,50,1,1138,89,0.7,0.9,47.5,81.1,23,Partly cloudy,0,55,10,1013,2,3
23-01-2020,BLR,BOM,Indigo,18:15,1815,18:22,1822,20:20,2020,20:19,2019,7,-1,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BLR,DEL,Indigo,18:25,1825,18:41,1841,21:15,2115,21:35,2135,16,20,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,2
23-01-2020,BOM,DEL,Indigo,18:45,1845,19:19,1919,21:00,2100,21:42,2142,34,42,1,1138,89,0.7,0.9,47.5,81.1,23,Partly cloudy,0,55,10,1013,2,3
23-01-2020,DEL,HYD,Indigo,19:05,1905,19:10,1910,21:20,2120,21:21,2121,5,1,1,1244,89,0.7,0.88,47.5,81.1,17,Clear,0,38,10,1016,0,1
23-01-2020,CCU,DEL,Indigo,19:10,1910,19:33,1933,21:40,2140,22:24,2224,23,44,1,1312,89,0.7,0.86,47.5,81.1,9,Partly cloudy,0,48,10,1013,20,2
23-01-2020,BLR,DEL,Indigo,19:15,1915,19:16,1916,22:10,2210,22:16,2216,1,6,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BLR,BOM,Indigo,19:40,1940,21:15,2115,21:30,2130,23:19,2319,95,109,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,4
23-01-2020,BOM,DEL,Indigo,20:00,2000,20:33,2033,22:15,2215,22:54,2254,33,39,1,1138,89,0.7,0.9,47.5,81.1,23,Partly cloudy,0,55,10,1013,2,3
23-01-2020,BLR,DEL,Indigo,20:00,2000,19:56,1956,22:55,2255,22:49,2249,-4,-6,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,DEL,HYD,Indigo,20:20,2020,20:18,2018,22:35,2235,22:22,2222,-2,-13,1,1244,89,0.7,0.88,47.5,81.1,17,Clear,0,38,10,1016,0,0
23-01-2020,CCU,DEL,Indigo,20:40,2040,21:33,2133,23:10,2310,00:19,19,53,69,1,1312,89,0.7,0.86,47.5,81.1,5,Partly cloudy,0,51,10,1015,38,3
23-01-2020,BOM,DEL,Indigo,20:55,2055,22:18,2218,23:20,2320,00:48,48,83,88,1,1138,89,0.7,0.9,47.5,81.1,19,Partly cloudy,0,58,10,1015,2,4
23-01-2020,BLR,DEL,Indigo,21:20,2120,22:44,2118,00:20,20,01:34,134,84,74,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,4
23-01-2020,DEL,HYD,Indigo,21:20,2120,21:18,2244,23:30,2330,23:58,2358,-2,28,1,1244,89,0.7,0.88,47.5,81.1,17,Clear,0,39,10,1017,0,0
23-01-2020,CCU,DEL,Indigo,21:45,2145,22:53,2253,00:20,20,01:43,143,68,83,1,1312,89,0.7,0.86,47.5,81.1,5,Partly cloudy,0,51,10,1015,38,4
23-01-2020,BLR,BOM,Indigo,21:50,2150,22:50,2250,23:40,2340,00:49,49,60,69,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,3
23-01-2020,BLR,DEL,Indigo,22:20,2220,22:19,2219,01:15,115,01:16,116,-1,1,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BOM,DEL,Indigo,22:25,2225,23:05,2305,00:40,40,01:38,138,40,58,1,1138,89,0.7,0.9,47.5,81.1,19,Partly cloudy,0,58,10,1015,2,3
23-01-2020,BLR,BOM,Indigo,23:15,2315,23:25,2325,00:55,55,01:20,120,10,25,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BLR,DEL,Indigo,23:25,2325,23:30,2330,02:15,215,02:36,236,5,21,1,1736,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BLR,BOM,SpiceJet,02:00,200,02:20,220,04:05,405,04:20,420,20,15,1,848,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,2
23-01-2020,BLR,BOM,SpiceJet,02:15,215,02:25,225,04:05,405,04:15,415,10,10,1,848,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,1
23-01-2020,BOM,DEL,Spicejet,02:20,220,03:51,351,04:30,430,05:50,550,91,80,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,54,10,1014,4,4
23-01-2020,BOM,DEL,Spicejet,03:00,300,03:05,305,05:05,505,05:10,510,5,5,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,54,10,1014,4,1
23-01-2020,BLR,BOM,SpiceJet,05:25,525,05:19,519,07:10,710,07:02,702,-6,-8,1,848,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BLR,DEL,SpiceJet,05:55,555,05:54,554,08:35,835,08:49,849,-1,14,1,1736,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,0
23-01-2020,BOM,DEL,Spicejet,06:00,600,06:01,601,08:15,815,08:20,820,1,5,1,1138,92,0.4,0.9,16.2,76.8,12,Partly cloudy,0,54,10,1014,4,1
23-01-2020,CCU,DEL,SpiceJet,06:45,645,06:48,648,09:25,925,09:30,930,3,5,1,1312,92,0.4,0.86,16.2,76.8,6,Partly cloudy,0,58,10,1016,31,1
